onset	duration	RT	Trial_type	Response	SSD
0.5337	0.5171	2661	Go	correct	n/a
5.5377	0.5171	732	Stop	Failed_stop	200
12.5434	0.5171	758	Go	Incorrect	n/a
16.5466	0.5171	869	Go	correct	n/a
20.5498	0.5171	811	Go	correct	n/a
24.553	0.5171	845	Go	correct	n/a
29.0566	0.5171	0	Stop	succesful_stop	200
37.0631	0.5171	765	Stop	Failed_stop	250
41.5667	0.5171	0	Stop	succesful_stop	250
45.0695	0.5171	0	Stop	succesful_stop	300
49.5731	0.5171	1133	Go	correct	n/a
53.076	0.517	0	Stop	succesful_stop	350
56.5788	0.5171	878	Go	correct	n/a
61.5828	0.5171	839	Go	correct	n/a
64.5852	0.5171	1125	Go	correct	n/a
69.5892	0.5171	892	Go	correct	n/a
77.5957	0.517	2325	Go	correct	n/a
81.5989	0.5171	1021	Go	correct	n/a
84.6013	0.5171	836	Go	correct	n/a
88.6045	0.5171	742	Go	correct	n/a
92.6077	0.5171	787	Go	correct	n/a
96.1272	0.5171	1084	Go	correct	n/a
100.6142	0.517	0	Stop	succesful_stop	400
108.6206	0.5171	1218	Go	correct	n/a
112.6238	0.5171	0	Stop	succesful_stop	450
116.1433	0.5171	1036	Go	correct	n/a
121.631	0.5171	0	Stop	succesful_stop	500
124.6335	0.517	855	Go	correct	n/a
128.6367	0.5171	1179	Go	correct	n/a
133.1403	0.5171	1022	Go	correct	n/a
137.1435	0.5171	828	Go	Incorrect	n/a
141.6471	0.5171	808	Go	correct	n/a
145.6503	0.5171	787	Go	correct	n/a
148.6528	0.517	0	Stop	succesful_stop	550
153.1564	0.5171	743	Go	correct	n/a
156.6592	0.5171	1586	Stop	Failed_stop	600
161.6632	0.5171	843	Go	correct	n/a
164.1819	0.5171	0	Stop	succesful_stop	650
173.1725	0.517	1020	Go	correct	n/a
177.1757	0.5171	1142	Go	correct	n/a
181.6793	0.5171	1567	Go	correct	n/a
185.1821	0.5171	988	Go	correct	n/a
188.2012	0.5171	654	Go	correct	n/a
192.2044	0.5171	803	Stop	Failed_stop	700
197.1918	0.517	971	Go	correct	n/a
205.1982	0.5171	969	Stop	Failed_stop	750
208.701	0.5171	902	Stop	Failed_stop	800
213.705	0.5171	823	Go	correct	n/a
216.2237	0.5171	960	Go	correct	n/a
221.2111	0.517	0	Stop	succesful_stop	850
225.7147	0.5171	1461	Go	correct	n/a
228.7171	0.5171	1730	Go	correct	n/a
232.2366	0.5171	0	Stop	succesful_stop	900
237.7243	0.5171	845	Go	correct	n/a
240.7267	0.5171	1260	Go	correct	n/a
244.2462	0.5171	1175	Go	correct	n/a
249.734	0.5171	798	Stop	Failed_stop	950
253.7372	0.5171	1335	Go	correct	n/a
257.24	0.5171	1481	Go	correct	n/a
260.7428	0.5171	0	Stop	succesful_stop	1000
264.7461	0.517	1952	Go	Incorrect	n/a
268.2655	0.5171	1489	Go	correct	n/a
273.2529	0.5171	1144	Go	correct	n/a
276.272	0.5171	991	Go	correct	n/a
281.2593	0.5171	1181	Stop	Failed_stop	1050
285.2625	0.5171	1210	Stop	Failed_stop	1100
289.2658	0.517	1280	Stop	Failed_stop	1150
292.7686	0.5171	1524	Go	correct	n/a
296.2881	0.517	1312	Go	correct	n/a
301.7758	0.5171	1291	Stop	Failed_stop	1200
305.2786	0.5171	2762	Go	correct	n/a
309.2818	0.5171	2199	Go	correct	n/a
313.2851	0.517	0	Stop	succesful_stop	1250
317.2883	0.5171	2477	Go	correct	n/a
320.3074	0.517	2409	Go	correct	n/a
325.2947	0.5171	2320	Go	correct	n/a
329.2979	0.5171	2998	Go	correct	n/a
332.8007	0.5171	0	Stop	succesful_stop	1300
336.804	0.517	2277	Go	correct	n/a
340.3234	0.5171	0	Stop	succesful_stop	1350
348.8136	0.5171	2044	Go	correct	n/a
353.3172	0.5171	0	Go	omission	n/a
359.8225	0.517	945	Stop	Failed_stop	1400
363.3253	0.517	1848	Go	correct	n/a
366.3444	0.517	2164	Go	correct	n/a
370.3476	0.5171	1528	Stop	Failed_stop	1450
375.8353	0.5171	2099	Go	correct	n/a
379.8385	0.5171	2338	Go	correct	n/a
383.3414	0.517	2142	Stop	Failed_stop	1500
387.3446	0.5171	2590	Go	correct	n/a
391.8482	0.5171	0	Stop	succesful_stop	1550
395.8514	0.5171	0	Stop	succesful_stop	1600
399.3542	0.5171	0	Stop	succesful_stop	1650
403.3574	0.5171	1898	Stop	Failed_stop	1700
407.8611	0.517	2344	Go	Incorrect	n/a
411.3639	0.5171	2333	Go	correct	n/a
415.3671	0.5171	2377	Go	correct	n/a
419.3703	0.5171	2587	Go	correct	n/a
422.8731	0.5171	2220	Go	correct	n/a
427.3767	0.5171	2134	Go	correct	n/a
430.3958	0.5171	2564	Go	correct	n/a
434.8828	0.517	2102	Go	correct	n/a
438.886	0.5171	2837	Go	correct	n/a
442.4055	0.5171	2685	Go	correct	n/a
447.8932	0.5171	2411	Go	correct	n/a
450.4119	0.5171	0	Stop	succesful_stop	1750
455.8997	0.517	0	Go	omission	n/a
461.9045	0.5171	1238	Go	correct	n/a
464.4232	0.5171	822	Go	correct	n/a
469.4105	0.5171	771	Stop	Failed_stop	1800
472.4296	0.5171	812	Go	correct	n/a
481.4202	0.517	555	Stop	Failed_stop	1850
485.4234	0.5171	670	Go	correct	n/a
488.9262	0.5171	713	Go	correct	n/a
493.9302	0.5171	603	Go	correct	n/a
497.9334	0.5171	766	Stop	Failed_stop	1900
501.9367	0.517	745	Go	correct	n/a
504.9391	0.517	803	Go	correct	n/a
509.9431	0.5171	793	Go	Incorrect	n/a
516.465	0.5171	791	Stop	Failed_stop	1950
525.9559	0.5171	862	Go	correct	n/a
529.9592	0.5171	992	Go	correct	n/a
536.9648	0.5171	763	Go	correct	n/a
540.968	0.5171	831	Stop	Failed_stop	2000
544.4875	0.5171	1254	Stop	Failed_stop	2000
549.9752	0.5171	721	Go	correct	n/a
552.4939	0.5171	1340	Stop	Failed_stop	1950
557.4813	0.5171	1076	Go	Incorrect	n/a
560.9841	0.5171	1128	Go	Incorrect	n/a
564.5036	0.5171	1376	Go	correct	n/a
569.9913	0.5171	586	Go	correct	n/a
573.9946	0.517	589	Go	correct	n/a
581.0002	0.5171	726	Stop	Failed_stop	1900
584.5197	0.5171	731	Stop	Failed_stop	1850
588.5229	0.5171	714	Go	correct	n/a
592.5261	0.5171	875	Go	correct	n/a
598.0139	0.517	1211	Stop	Failed_stop	1800
601.5167	0.5171	1328	Stop	Failed_stop	1750
610.0235	0.5171	814	Stop	Failed_stop	1700
612.5422	0.5171	800	Go	correct	n/a
618.0299	0.5171	617	Stop	Failed_stop	1650
622.0332	0.517	769	Stop	Failed_stop	1600
625.536	0.517	2285	Go	correct	n/a
628.5551	0.517	1851	Go	correct	n/a
637.0452	0.5171	961	Go	correct	n/a
641.0484	0.5171	2223	Go	correct	n/a
646.0525	0.517	1258	Stop	Failed_stop	1550
649.5553	0.5171	1050	Go	correct	n/a
653.5585	0.5171	1995	Go	correct	n/a
658.0621	0.5171	2007	Stop	Failed_stop	1500
