onset	duration	RT	Trial_type	Response	SSD
0.5504	0.5171	1066	Go	correct	n/a
5.5545	0.517	539	Go	correct	n/a
9.5577	0.5171	679	Stop	Failed_stop	200
12.5601	0.5171	752	Go	correct	n/a
17.5641	0.5171	0	Stop	succesful_stop	200
25.0701	0.5171	722	Go	correct	n/a
29.0734	0.517	0	Stop	succesful_stop	250
36.5794	0.5171	647	Go	correct	n/a
41.5834	0.5171	803	Go	correct	n/a
49.0894	0.5171	582	Go	correct	n/a
52.5923	0.517	741	Go	correct	n/a
56.5955	0.5171	836	Go	correct	n/a
61.0991	0.5171	692	Go	correct	n/a
65.1023	0.5171	523	Go	correct	n/a
69.1055	0.5171	0	Stop	succesful_stop	300
73.1087	0.5171	998	Go	correct	n/a
77.6124	0.5171	693	Go	correct	n/a
80.1311	0.517	559	Go	correct	n/a
85.1184	0.5171	922	Go	correct	n/a
89.1216	0.5171	546	Stop	Failed_stop	350
92.6244	0.5171	583	Go	correct	n/a
97.128	0.5171	674	Go	correct	n/a
101.1313	0.5171	644	Go	correct	n/a
104.6341	0.5171	633	Go	correct	n/a
109.1377	0.5171	760	Go	correct	n/a
112.1568	0.5171	851	Go	correct	n/a
117.1441	0.5171	649	Go	correct	n/a
120.1632	0.5171	1187	Go	Incorrect	n/a
124.6502	0.517	616	Go	correct	n/a
128.6534	0.5171	593	Go	correct	n/a
133.6574	0.5171	701	Go	Incorrect	n/a
137.1602	0.5171	581	Go	correct	n/a
140.663	0.5171	1168	Go	Incorrect	n/a
145.6671	0.517	768	Go	Incorrect	n/a
148.1857	0.5171	782	Stop	Failed_stop	400
157.1763	0.5171	746	Stop	Failed_stop	450
161.1795	0.5171	636	Go	correct	n/a
164.1986	0.5171	754	Go	correct	n/a
169.6864	0.517	1489	Go	Incorrect	n/a
173.1892	0.5171	0	Stop	succesful_stop	450
177.6928	0.5171	787	Stop	Failed_stop	500
184.6984	0.5171	687	Go	correct	n/a
189.7024	0.5171	567	Go	correct	n/a
193.7057	0.517	570	Go	correct	n/a
196.7081	0.5171	522	Go	correct	n/a
200.7113	0.5171	733	Go	correct	n/a
205.7153	0.5171	635	Go	correct	n/a
208.234	0.5171	540	Go	correct	n/a
212.2372	0.5171	487	Go	correct	n/a
217.725	0.517	498	Stop	Failed_stop	500
221.2278	0.5171	530	Stop	Failed_stop	450
225.231	0.5171	502	Stop	Failed_stop	400
229.2342	0.5171	0	Stop	succesful_stop	350
233.7378	0.5171	482	Stop	Failed_stop	300
237.741	0.5171	1087	Go	correct	n/a
245.7475	0.5171	590	Go	correct	n/a
248.7499	0.5171	594	Go	correct	n/a
252.2694	0.5171	713	Go	correct	n/a
261.2599	0.5171	1048	Go	correct	n/a
265.7636	0.517	0	Stop	succesful_stop	250
269.2664	0.5171	909	Go	correct	n/a
273.77	0.5171	0	Stop	succesful_stop	200
277.7732	0.5171	0	Stop	succesful_stop	150
280.2919	0.5171	0	Stop	succesful_stop	150
284.7788	0.5171	631	Go	correct	n/a
288.7821	0.517	687	Go	correct	n/a
293.2857	0.5171	681	Go	correct	n/a
296.7885	0.5171	527	Go	correct	n/a
300.308	0.5171	0	Stop	succesful_stop	200
304.3112	0.5171	618	Go	correct	n/a
309.2985	0.5171	656	Go	correct	n/a
312.8014	0.517	564	Go	correct	n/a
317.305	0.5171	0	Stop	succesful_stop	250
324.811	0.5171	0	Stop	succesful_stop	300
328.8142	0.5171	730	Go	correct	n/a
332.3337	0.5171	598	Go	correct	n/a
336.8207	0.517	0	Stop	succesful_stop	350
341.8247	0.5171	632	Stop	Failed_stop	400
344.8271	0.5171	1082	Go	correct	n/a
349.8311	0.5171	624	Go	correct	n/a
353.3339	0.5171	495	Go	correct	n/a
357.3371	0.5171	603	Go	correct	n/a
361.8408	0.517	539	Stop	Failed_stop	450
