onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
1.0168	1.9015	bC	Correct	1.895	wl.u	0.8123	0.3887	0.4236	50	9.7738	0.1189	0.0491
4.5368	1.3344	bF	Correct	1.322	ll	0.6184	0.3887	0.2297	20	9.7738	0.1189	0.0491
9.0568	1.5179	dE	Correct	1.503	wl.u	0.6893	0.5695	0.1198	30	9.7738	0.1189	0.0491
13.0768	1.6347	Ef	Correct	1.618	wl.l	0.6893	0.6184	0.0709	20	9.7738	0.1189	0.0491
16.5968	0.9841	bD	Correct	0.966	ll	0.5695	0.3887	0.1808	10	9.7738	0.1189	0.0491
20.6158	1.2343	eA	Correct	1.219	ww	0.887	0.6893	0.1977	20	9.7738	0.1189	0.0491
25.1368	1.0843	Eb	Correct	1.072	wl.u	0.6893	0.3887	0.3006	40	9.7738	0.1189	0.0491
29.1568	1.2176	fA	Correct	1.214	wl.u	0.887	0.6184	0.2686	40	9.7738	0.1189	0.0491
33.1768	1.2177	bA	Correct	1.215	wl.l	0.887	0.3887	0.4983	60	9.7738	0.1189	0.0491
36.2118	1.0675	Ab	Correct	1.049	wl.l	0.887	0.3887	0.4983	60	9.7738	0.1189	0.0491
40.7328	1.0342	Eb	Correct	1.021	wl.u	0.6893	0.3887	0.3006	40	9.7738	0.1189	0.0491
44.7528	1.6847	bF	Correct	1.673	ll	0.6184	0.3887	0.2297	20	9.7738	0.1189	0.0491
48.7728	1.6013	Eb	Correct	1.596	wl.u	0.6893	0.3887	0.3006	40	9.7738	0.1189	0.0491
52.7928	1.6681	eC	Correct	1.664	ww	0.8123	0.6893	0.123	10	9.7738	0.1189	0.0491
56.8128	1.0175	bA	Correct	1.007	wl.l	0.887	0.3887	0.4983	60	9.7738	0.1189	0.0491
60.3488	1.1175	eA	Correct	1.109	ww	0.887	0.6893	0.1977	20	9.7738	0.1189	0.0491
64.8688	1.201	cA	Correct	1.186	ww	0.887	0.8123	0.0747	10	9.7738	0.1189	0.0491
68.8888	1.3511	dC	inCorrect	1.333	wl.l	0.5695	0.8123	-0.2428	40	9.7738	0.1189	0.0491
72.9088	0.9007	Ce	Correct	0.893	ww	0.8123	0.6893	0.123	10	9.7738	0.1189	0.0491
77.4288	1.1343	dE	Correct	1.116	wl.u	0.6893	0.5695	0.1198	30	9.7738	0.1189	0.0491
84.9688	1.6013	Eb	Correct	1.585	wl.u	0.6893	0.3887	0.3006	40	9.7738	0.1189	0.0491
88.5048	1.251	bD	Correct	1.234	ll	0.5695	0.3887	0.1808	10	9.7738	0.1189	0.0491
93.5258	1.6847	Fd	inCorrect	1.675	ll	0.5695	0.6184	-0.0489	10	9.7738	0.1189	0.0491
