onset	duration	Stim
16.039	1.018	Face
18.04	1.018	Face
20.042	1.018	Face
22.043	1.018	Face
24.045	1.017	Face
26.045	1.002	Face
28.048	1.018	Face
30.048	1.002	Face
44.145	1.018	Object
46.145	1.002	Object
48.148	1.018	Object
50.149	1.018	Object
52.151	1.018	Object
54.153	1.017	Object
56.154	1.018	Object
58.156	1.018	Object
72.267	1.017	House
74.269	1.018	House
76.27	1.018	House
78.272	1.018	House
80.274	1.018	House
82.275	1.018	House
84.275	1.002	House
86.279	1.017	House
100.373	1.018	Scrambled
102.375	1.017	Scrambled
104.376	1.018	Scrambled
106.378	1.018	Scrambled
108.38	1.018	Scrambled
110.381	1.018	Scrambled
112.383	1.018	Scrambled
114.384	1.018	Scrambled
128.479	1.018	House
130.481	1.018	House
132.482	1.017	House
134.484	1.018	House
136.486	1.018	House
138.487	1.018	House
140.489	1.018	House
142.49	1.018	House
156.602	1.018	Face
158.603	1.018	Face
160.605	1.018	Face
162.607	1.018	Face
164.608	1.017	Face
166.61	1.018	Face
168.612	1.018	Face
170.613	1.018	Face
184.725	1.018	Scrambled
186.726	1.018	Scrambled
188.728	1.018	Scrambled
190.728	1.002	Scrambled
192.731	1.018	Scrambled
194.733	1.018	Scrambled
196.734	1.017	Scrambled
198.736	1.018	Scrambled
212.847	1.018	Object
214.849	1.017	Object
216.85	1.018	Object
218.852	1.018	Object
220.852	1.002	Object
222.855	1.018	Object
224.857	1.018	Object
226.858	1.018	Object
240.97	1.018	Object
242.971	1.018	Object
244.973	1.018	Object
246.975	1.017	Object
248.976	1.018	Object
250.978	1.018	Object
252.98	1.018	Object
254.981	1.018	Object
269.076	1.018	Scrambled
271.077	1.018	Scrambled
273.079	1.018	Scrambled
275.081	1.018	Scrambled
277.082	1.017	Scrambled
279.082	1.002	Scrambled
281.086	1.018	Scrambled
283.087	1.018	Scrambled
297.199	1.018	Face
299.2	1.018	Face
301.202	1.018	Face
303.203	1.018	Face
305.205	1.018	Face
307.207	1.018	Face
309.208	1.018	Face
311.21	1.017	Face
325.321	1.018	House
327.323	1.018	House
329.324	1.018	House
331.326	1.018	House
333.328	1.018	House
335.329	1.018	House
337.331	1.018	House
339.332	1.018	House
353.427	1.018	Scrambled
355.429	1.018	Scrambled
357.43	1.018	Scrambled
359.432	1.017	Scrambled
361.432	1.002	Scrambled
363.435	1.018	Scrambled
365.437	1.018	Scrambled
367.438	1.018	Scrambled
381.533	1.018	House
383.535	1.018	House
385.536	1.018	House
387.538	1.017	House
389.54	1.018	House
391.541	1.018	House
393.541	1.002	House
395.544	1.018	House
409.656	1.018	Object
411.657	1.018	Object
413.659	1.018	Object
415.661	1.018	Object
417.662	1.018	Object
419.664	1.017	Object
421.666	1.017	Object
423.667	1.018	Object
437.779	1.017	Face
439.78	1.017	Face
441.782	1.018	Face
443.783	1.018	Face
445.785	1.018	Face
447.787	1.018	Face
449.788	1.018	Face
451.79	1.018	Face
