onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
0.5336	2.969	eC	Correct	2.953	ww	1	1	0	10	3.7119	0.6724	4e-04
4.5536	1.9849	Db	Correct	1.967	ll	0.9984	0.9964	0.002	10	3.7119	0.6724	4e-04
9.0736	1.9015	fE	inCorrect	1.892	wl.l	0.9995	1	-5e-04	20	3.7119	0.6724	4e-04
12.5926	1.7681	Ef	inCorrect	1.754	wl.l	0.9995	1	-5e-04	20	3.7119	0.6724	4e-04
20.1326	2.3352	Ed	Correct	2.327	wl.u	1	0.9984	0.0016	30	3.7119	0.6724	4e-04
29.1566	1.2343	Ce	Correct	1.219	ww	1	1	0	10	3.7119	0.6724	4e-04
33.1766	2.2852	Ad	inCorrect	2.276	wl.u	0.9984	1	-0.0016	50	3.7119	0.6724	4e-04
37.1966	1.201	bC	Correct	1.197	wl.u	1	0.9964	0.0036	50	3.7119	0.6724	4e-04
44.7186	1.2677	cA	inCorrect	1.258	ww	1	1	0	10	3.7119	0.6724	4e-04
48.7386	2.1851	bE	Correct	2.175	wl.u	1	0.9964	0.0036	40	3.7119	0.6724	4e-04
53.2586	1.6847	bE	Correct	1.67	wl.u	1	0.9964	0.0036	40	3.7119	0.6724	4e-04
56.2946	1.2176	bC	Correct	1.203	wl.u	1	0.9964	0.0036	50	3.7119	0.6724	4e-04
60.8156	1.3511	dA	inCorrect	1.334	wl.u	0.9984	1	-0.0016	50	3.7119	0.6724	4e-04
64.3516	1.3178	bC	Correct	1.313	wl.u	1	0.9964	0.0036	50	3.7119	0.6724	4e-04
68.3876	1.1676	fC	Correct	1.16	wl.u	1	0.9995	5e-04	30	3.7119	0.6724	4e-04
73.4086	1.9849	fA	Correct	1.968	wl.u	1	0.9995	5e-04	40	3.7119	0.6724	4e-04
81.4316	0.8674	eC	Correct	0.852	ww	1	1	0	10	3.7119	0.6724	4e-04
88.9546	2.1851	fA	inCorrect	2.179	wl.u	0.9995	1	-5e-04	40	3.7119	0.6724	4e-04
92.9746	2.5854	Ef	Correct	2.576	wl.l	1	0.9995	5e-04	20	3.7119	0.6724	4e-04
96.9946	2.4353	Eb	Correct	2.417	wl.u	1	0.9964	0.0036	40	3.7119	0.6724	4e-04
100.5466	1.0508	dC	Correct	1.044	wl.l	1	0.9984	0.0016	40	3.7119	0.6724	4e-04
105.0676	0.8674	Ac	inCorrect	0.858	ww	1	1	0	10	3.7119	0.6724	4e-04
109.0876	1.2176	Cd	Correct	1.206	wl.l	1	0.9984	0.0016	40	3.7119	0.6724	4e-04
