onset	duration	Pair	Choice	Response	RT	Feedback_Onset	Feedback_duration	Balance	RPE	Q_chosen	Q_notchosen	npair	Beta_Q	alpha_gain	alpha_loss
0.5338	1.6513	BA	A	Correct	1.634	2.4853	0.5171	-1	-1	1	0.9922	12	3.7119	0.6724	4e-04
5.5545	1.2176	AB	A	Correct	1.208	7.0724	0.517	1	4e-04	0.9996	0.9922	12	3.7119	0.6724	4e-04
8.0898	1.3845	DC	D	Incorrect	1.375	9.7745	0.5171	-1	-0.8358	0.8358	0.9996	34	3.7119	0.6724	4e-04
12.6101	1.201	BA	B	Incorrect	1.185	14.1113	0.5171	-1	-0.9922	0.9922	0.9999	12	3.7119	0.6724	4e-04
16.1463	1.1343	AB	B	Incorrect	1.124	17.5808	0.5171	-1	-0.9919	0.9919	0.9999	12	3.7119	0.6724	4e-04
20.1829	0.6672	FE	F	Incorrect	0.663	21.1503	0.5171	1	0.0035	0.9965	0.9998	56	3.7119	0.6724	4e-04
24.7032	1.2343	AB	B	Incorrect	1.224	26.2378	0.517	-1	-0.9915	0.9915	0.9999	12	3.7119	0.6724	4e-04
28.7231	1.1843	EF	E	Correct	1.18	30.2076	0.5171	1	2e-04	0.9998	0.9988	56	3.7119	0.6724	4e-04
32.743	1.1676	AB	B	Incorrect	1.162	34.2108	0.5171	-1	-0.9911	0.9911	0.9999	12	3.7119	0.6724	4e-04
37.7637	1.5679	BA	A	Correct	1.558	39.6318	0.5171	-1	-0.9999	0.9999	0.9907	12	3.7119	0.6724	4e-04
40.299	1.5513	FE	F	Incorrect	1.539	42.1505	0.5171	1	0.0012	0.9988	1	56	3.7119	0.6724	4e-04
44.3356	1.5179	FE	E	Correct	1.503	46.1538	0.517	1	0	1	0.9996	56	3.7119	0.6724	4e-04
49.8567	1.618	CD	C	Correct	1.599	51.7583	0.517	-1	-0.9996	0.9996	0.8355	34	3.7119	0.6724	4e-04
52.4088	1.6179	DC	D	Incorrect	1.61	54.327	0.5171	-1	-0.8355	0.8355	0.9992	34	3.7119	0.6724	4e-04
57.4295	1.9015	BA	B	Incorrect	1.886	59.6313	0.517	-1	-0.9907	0.9907	0.9995	12	3.7119	0.6724	4e-04
60.949	1.8681	FE	E	Correct	1.862	63.1174	0.5171	1	0	1	0.9996	56	3.7119	0.6724	4e-04
65.4693	1.8848	EF	F	Incorrect	1.872	67.6544	0.5171	-1	-0.9996	0.9996	1	56	3.7119	0.6724	4e-04
73.9928	1.201	BA	B	Incorrect	1.185	75.494	0.5171	1	0.0097	0.9903	0.9995	12	3.7119	0.6724	4e-04
77.0119	1.7681	BA	A	Correct	1.757	79.0802	0.5171	-1	-0.9995	0.9995	0.9968	12	3.7119	0.6724	4e-04
82.0326	2.502	BA	n/a	omission	0	84.8348	0.5171	0	0	0	0	0	3.7119	0.6724	4e-04
88.0374	0.5838	CD	C	Correct	0.572	88.9215	0.517	-1	-0.9992	0.9992	0.8352	34	3.7119	0.6724	4e-04
92.0573	1.8515	CD	D	Incorrect	1.846	94.209	0.5171	1	0.1648	0.8352	0.9988	34	3.7119	0.6724	4e-04
96.5776	2.1851	BA	A	Correct	2.167	99.0629	0.0501	1	9e-04	0.9991	0.9968	12	3.7119	0.6724	4e-04
99.6134	1.301	EF	E	Correct	1.291	101.2147	0.5171	1	0	1	0.9992	56	3.7119	0.6724	4e-04
104.6341	1.1509	CD	D	Incorrect	1.148	106.0852	0.5171	-1	-0.946	0.946	0.9988	34	3.7119	0.6724	4e-04
107.1695	1.768	FE	E	Correct	1.76	109.2378	0.5171	1	0	1	0.9992	56	3.7119	0.6724	4e-04
112.1902	1.3844	DC	D	Incorrect	1.374	113.8748	0.5171	-1	-0.9456	0.9456	0.9988	34	3.7119	0.6724	4e-04
115.2259	1.5012	BA	A	Correct	1.488	117.0274	0.5171	1	3e-04	0.9997	0.9968	12	3.7119	0.6724	4e-04
119.7462	1.6847	AB	A	Correct	1.679	121.7312	0.517	-1	-0.9999	0.9999	0.9968	12	3.7119	0.6724	4e-04
123.7661	1.4178	BA	A	Correct	1.411	125.4842	0.5171	1	5e-04	0.9995	0.9968	12	3.7119	0.6724	4e-04
128.2864	1.618	AB	A	Correct	1.601	130.2046	0.5171	1	2e-04	0.9998	0.9968	12	3.7119	0.6724	4e-04
131.8059	1.6513	DC	D	Incorrect	1.636	133.7575	0.5171	-1	-0.9453	0.9453	0.9988	34	3.7119	0.6724	4e-04
136.8266	1.7014	BA	A	Correct	1.696	138.8282	0.5171	1	1e-04	0.9999	0.9968	12	3.7119	0.6724	4e-04
140.8465	1.9683	DC	D	Incorrect	1.955	143.115	0.2502	1	0.0551	0.9449	0.9988	34	3.7119	0.6724	4e-04
144.366	1.1176	CD	D	Incorrect	1.112	145.7838	0.5171	1	0.0181	0.9819	0.9988	34	3.7119	0.6724	4e-04
147.8855	1.9516	FE	E	Correct	1.933	150.1206	0.5171	1	0	1	0.9992	56	3.7119	0.6724	4e-04
151.4384	1.8514	EF	E	Correct	1.843	153.5901	0.5171	1	0	1	0.9992	56	3.7119	0.6724	4e-04
156.4591	1.7013	FE	E	Correct	1.692	158.4607	0.517	-1	-1	1	0.9992	56	3.7119	0.6724	4e-04
159.9786	1.1842	CD	D	Incorrect	1.173	161.4631	0.5171	-1	-0.9941	0.9941	0.9988	34	3.7119	0.6724	4e-04
