onset	duration	Pair	Choice	Response	RT	Feedback_Onset	Feedback_duration	Balance	RPE	Q_chosen	Q_notchosen	npair	Beta_Q	alpha_gain	alpha_loss
0.517	1.3295	EF	E	Correct	1.329	2.1517	0.5171	1	0.5	0.5	0.5	56	11.0632	0.0858	0.0189
4.0365	1.251	AB	A	Correct	1.244	5.5878	0.5171	1	0.5	0.5	0.5	12	11.0632	0.0858	0.0189
13.5609	1.0842	DC	D	Incorrect	1.072	14.9453	0.5171	1	0.5	0.5	0.5	34	11.0632	0.0858	0.0189
21.0836	1.251	FE	F	Incorrect	1.235	22.6348	0.5171	1	0.5	0.5	0.5429	56	11.0632	0.0858	0.0189
25.6039	1.4011	AB	A	Correct	1.392	27.3052	0.5171	1	0.4571	0.5429	0.5	12	11.0632	0.0858	0.0189
29.6238	1.3677	BA	A	Correct	1.355	31.2918	0.517	-1	-0.5821	0.5821	0.5	12	11.0632	0.0858	0.0189
32.1591	1.5846	CD	D	Incorrect	1.575	34.044	0.517	-1	-0.5429	0.5429	0.5	34	11.0632	0.0858	0.0189
40.1989	1.6847	AB	A	Correct	1.668	42.1838	0.5171	1	0.4289	0.5711	0.5	12	11.0632	0.0858	0.0189
44.7192	1.4512	BA	A	Correct	1.44	46.4706	0.5171	1	0.3921	0.6079	0.5	12	11.0632	0.0858	0.0189
49.2395	1.7514	AB	A	Correct	1.742	51.2912	0.517	1	0.3584	0.6416	0.5	12	11.0632	0.0858	0.0189
53.7598	1.3177	DC	D	Incorrect	1.305	55.3778	0.5171	-1	-0.5326	0.5326	0.5	34	11.0632	0.0858	0.0189
56.2952	1.5679	EF	F	Incorrect	1.562	58.1633	0.5171	1	0.4571	0.5429	0.5429	56	11.0632	0.0858	0.0189
61.3159	2.1851	CD	D	Incorrect	2.176	63.8012	0.5171	1	0.4775	0.5225	0.5	34	11.0632	0.0858	0.0189
64.8354	1.3177	EF	F	Incorrect	1.312	66.4533	0.5171	1	0.4179	0.5821	0.5429	56	11.0632	0.0858	0.0189
68.8553	2.4019	DC	D	Incorrect	2.396	71.5574	0.5171	1	0.4365	0.5635	0.5	34	11.0632	0.0858	0.0189
73.3756	0.8173	EF	F	Incorrect	0.813	74.4931	0.5171	-1	-0.618	0.618	0.5429	56	11.0632	0.0858	0.0189
76.4113	0.834	FE	F	Incorrect	0.828	77.5456	0.5171	1	0.3937	0.6063	0.5429	56	11.0632	0.0858	0.0189
80.4479	1.7514	AB	A	Correct	1.738	82.4995	0.5171	1	0.3277	0.6723	0.5	12	11.0632	0.0858	0.0189
85.969	0.834	EF	F	Incorrect	0.826	87.1032	0.5171	1	0.3599	0.6401	0.5429	56	11.0632	0.0858	0.0189
