onset	duration	RT	Trial_type	Response	SSD
1.0342	0.5171	1047	Go	correct	n/a
5.5378	0.5171	0	Stop	succesful_stop	200
9.0406	0.5171	979	Go	correct	n/a
12.5434	0.5171	1019	Go	correct	n/a
20.5498	0.5171	1095	Go	correct	n/a
25.5538	0.5171	1267	Go	correct	n/a
28.0725	0.5171	826	Stop	Failed_stop	250
32.5594	0.5171	1131	Go	correct	n/a
36.0789	0.5171	1290	Go	correct	n/a
41.0662	0.5171	0	Stop	succesful_stop	300
45.0694	0.5171	0	Stop	succesful_stop	350
49.0726	0.5171	0	Stop	succesful_stop	400
52.5754	0.5171	1079	Go	correct	n/a
57.5794	0.5171	0	Stop	succesful_stop	450
61.5826	0.5171	0	Stop	succesful_stop	500
64.1013	0.5171	1104	Go	correct	n/a
73.5922	0.5171	974	Go	correct	n/a
77.095	0.5171	0	Stop	succesful_stop	550
81.5986	0.5171	1009	Go	Incorrect	n/a
84.6011	0.517	1008	Go	correct	n/a
89.6051	0.517	0	Stop	succesful_stop	600
93.6083	0.517	931	Go	correct	n/a
97.1111	0.517	0	Stop	succesful_stop	650
100.6139	0.517	867	Go	correct	n/a
109.1207	0.5171	722	Go	correct	n/a
113.6243	0.5171	786	Stop	Failed_stop	700
116.6267	0.5171	0	Stop	succesful_stop	750
121.1303	0.5171	1141	Go	correct	n/a
125.1335	0.5171	1247	Go	correct	n/a
128.1526	0.517	979	Go	correct	n/a
133.6403	0.5171	919	Go	correct	n/a
136.159	0.5171	0	Stop	succesful_stop	800
141.1463	0.5171	1147	Go	correct	n/a
144.1654	0.5171	926	Go	correct	n/a
149.6531	0.5171	779	Go	correct	n/a
153.6563	0.5171	743	Go	correct	n/a
157.6595	0.5171	789	Go	Incorrect	n/a
160.6619	0.5171	850	Go	correct	n/a
164.6651	0.5171	929	Go	correct	n/a
168.6683	0.5171	836	Stop	Failed_stop	850
173.1719	0.5171	1309	Go	correct	n/a
177.1751	0.5171	1085	Go	correct	n/a
180.6779	0.5171	915	Stop	Failed_stop	900
184.6811	0.5171	1254	Go	correct	n/a
188.6843	0.5171	0	Stop	succesful_stop	950
193.1879	0.5171	1387	Go	correct	n/a
197.1911	0.5171	1218	Go	correct	n/a
200.6939	0.5171	1134	Go	correct	n/a
204.2134	0.5171	1011	Go	correct	n/a
208.7003	0.5171	937	Stop	Failed_stop	1000
213.7043	0.5171	908	Go	correct	n/a
217.2072	0.517	1056	Go	correct	n/a
221.2104	0.517	824	Go	correct	n/a
224.2294	0.5171	793	Stop	Failed_stop	1050
233.7204	0.517	883	Stop	Failed_stop	1100
236.239	0.5171	0	Stop	succesful_stop	1150
241.7268	0.517	1315	Stop	Failed_stop	1200
244.7292	0.517	0	Stop	succesful_stop	1250
253.236	0.5171	1373	Go	correct	n/a
256.2551	0.517	0	Stop	succesful_stop	1300
261.2424	0.5171	1487	Stop	Failed_stop	1350
265.2456	0.5171	1705	Go	correct	n/a
272.7516	0.5171	1361	Go	correct	n/a
276.2711	0.5171	1497	Go	correct	n/a
281.2584	0.5171	1006	Go	correct	n/a
285.2616	0.5171	1084	Go	correct	n/a
288.2807	0.5171	1157	Stop	Failed_stop	1400
293.7684	0.5171	1523	Go	correct	n/a
296.7708	0.5171	1508	Go	correct	n/a
