onset	duration	RT	Trial_type	Response	SSD
1.5512	0.5171	850	Go	correct	n/a
5.5544	0.5171	667	Go	correct	n/a
8.5568	0.5171	785	Go	correct	n/a
13.0605	0.5171	0	Stop	succesful_stop	200
17.0637	0.5171	957	Go	correct	n/a
20.0828	0.5171	0	Stop	succesful_stop	250
24.5697	0.5171	0	Stop	succesful_stop	300
29.0733	0.5171	743	Stop	Failed_stop	350
33.577	0.517	862	Go	correct	n/a
37.5802	0.5171	0	Stop	succesful_stop	400
41.5834	0.5171	755	Go	correct	n/a
49.5898	0.5171	0	Stop	succesful_stop	450
53.593	0.5171	751	Go	correct	n/a
57.0959	0.517	782	Go	correct	n/a
61.5995	0.5171	685	Go	correct	n/a
65.6027	0.5171	603	Go	Incorrect	n/a
68.1214	0.5171	0	Stop	succesful_stop	500
76.1278	0.5171	614	Stop	Failed_stop	550
80.131	0.5171	0	Stop	succesful_stop	600
84.618	0.5171	872	Go	Incorrect	n/a
89.1216	0.5171	0	Stop	succesful_stop	650
92.1407	0.5171	858	Stop	Failed_stop	700
101.6316	0.5171	826	Go	correct	n/a
105.1345	0.517	965	Go	correct	n/a
108.6373	0.5171	948	Go	correct	n/a
113.6413	0.5171	760	Stop	Failed_stop	750
117.6445	0.5171	1015	Go	correct	n/a
120.6469	0.5171	909	Go	correct	n/a
124.6501	0.5171	965	Go	correct	n/a
129.1538	0.517	759	Go	correct	n/a
133.157	0.5171	1018	Go	correct	n/a
137.1602	0.5171	964	Stop	Failed_stop	800
144.1825	0.5171	900	Go	correct	n/a
153.1731	0.517	912	Stop	Failed_stop	850
157.1763	0.5171	1383	Stop	Failed_stop	900
161.1795	0.5171	1304	Go	correct	n/a
165.6831	0.5171	0	Stop	succesful_stop	950
168.6855	0.5171	0	Stop	succesful_stop	1000
172.205	0.5171	1300	Go	Incorrect	n/a
177.1924	0.517	1423	Go	Incorrect	n/a
181.696	0.5171	1361	Go	correct	n/a
184.6984	0.5171	2003	Go	correct	n/a
188.7016	0.5171	0	Stop	succesful_stop	1050
193.2052	0.5171	1284	Go	correct	n/a
197.7089	0.517	1020	Go	correct	n/a
201.2117	0.517	1400	Go	correct	n/a
204.2308	0.517	0	Stop	succesful_stop	1100
208.234	0.5171	1179	Stop	Failed_stop	1150
212.2372	0.5171	1518	Go	correct	n/a
216.2404	0.5171	1628	Go	Incorrect	n/a
220.7273	0.5171	1537	Go	correct	n/a
224.7306	0.517	1250	Go	correct	n/a
228.7338	0.5171	1483	Go	correct	n/a
232.737	0.5171	1287	Go	correct	n/a
236.2565	0.5171	1535	Go	correct	n/a
240.2597	0.5171	0	Stop	succesful_stop	1200
244.7466	0.5171	1544	Go	correct	n/a
248.2661	0.5171	1529	Go	correct	n/a
253.7539	0.5171	978	Stop	Failed_stop	1250
257.7571	0.5171	1404	Go	correct	n/a
261.2599	0.5171	1492	Go	correct	n/a
264.7627	0.5171	1427	Go	correct	n/a
269.7668	0.517	1195	Stop	Failed_stop	1300
277.7732	0.5171	1238	Go	correct	n/a
285.7796	0.5171	1116	Stop	Failed_stop	1350
289.2824	0.5171	2004	Go	Incorrect	n/a
293.2857	0.517	1628	Go	correct	n/a
301.2921	0.5171	1439	Stop	Failed_stop	1400
305.2953	0.5171	0	Stop	succesful_stop	1450
308.3144	0.5171	1806	Go	correct	n/a
312.8013	0.5171	1484	Stop	Failed_stop	1500
316.3208	0.5171	0	Stop	succesful_stop	1550
321.8086	0.5171	1533	Go	correct	n/a
325.3114	0.5171	1967	Go	Incorrect	n/a
329.815	0.5171	2041	Go	correct	n/a
332.3337	0.5171	1197	Go	correct	n/a
337.8214	0.5171	1467	Go	correct	n/a
344.8271	0.517	1232	Go	correct	n/a
348.8303	0.5171	1462	Go	correct	n/a
352.8335	0.5171	1577	Go	correct	n/a
356.353	0.5171	1704	Go	correct	n/a
361.8407	0.5171	1493	Stop	Failed_stop	1600
368.3626	0.5171	1548	Go	correct	n/a
373.35	0.5171	1681	Stop	Failed_stop	1650
377.8536	0.5171	2050	Go	Incorrect	n/a
381.3564	0.5171	2016	Go	correct	n/a
385.86	0.5171	1597	Go	correct	n/a
388.8625	0.517	1852	Go	correct	n/a
393.8665	0.5171	2108	Go	correct	n/a
400.3884	0.5171	2182	Go	correct	n/a
404.3916	0.5171	1951	Go	correct	n/a
408.8785	0.5171	1873	Stop	Failed_stop	1700
413.3822	0.517	1642	Go	correct	n/a
417.3854	0.5171	1826	Go	correct	n/a
421.3886	0.5171	1869	Go	correct	n/a
425.8922	0.5171	1339	Go	correct	n/a
429.8954	0.5171	1597	Go	correct	n/a
433.8986	0.5171	1684	Stop	Failed_stop	1700
437.9019	0.517	1012	Stop	Failed_stop	1650
440.9043	0.517	2357	Go	Incorrect	n/a
444.9075	0.5171	2067	Go	correct	n/a
449.4111	0.5171	1662	Go	correct	n/a
453.9147	0.5171	0	Stop	succesful_stop	1600
456.9171	0.5171	1154	Stop	Failed_stop	1550
465.9244	0.5171	0	Stop	succesful_stop	1500
469.4272	0.5171	0	Stop	succesful_stop	1450
473.4304	0.5171	2057	Go	Incorrect	n/a
476.9332	0.5171	2050	Go	correct	n/a
481.4368	0.5171	1970	Go	correct	n/a
484.4559	0.5171	2040	Go	correct	n/a
489.9437	0.5171	0	Stop	succesful_stop	1450
492.4624	0.517	2034	Go	correct	n/a
497.9501	0.5171	2101	Go	correct	n/a
500.9525	0.5171	1965	Go	correct	n/a
504.9557	0.5171	1917	Go	correct	n/a
509.4594	0.517	0	Stop	succesful_stop	1500
513.963	0.5171	0	Stop	succesful_stop	1550
516.9654	0.5171	0	Stop	succesful_stop	1600
521.469	0.5171	1893	Go	correct	n/a
525.4722	0.5171	2067	Go	correct	n/a
529.9758	0.5171	1581	Go	correct	n/a
532.9783	0.517	2335	Go	Incorrect	n/a
537.4819	0.5171	0	Stop	succesful_stop	1650
544.5042	0.5171	1717	Go	correct	n/a
548.5074	0.5171	1901	Go	correct	n/a
553.4947	0.5171	1751	Go	correct	n/a
556.9975	0.5171	1953	Go	correct	n/a
562.0016	0.5171	1644	Stop	Failed_stop	1700
564.5203	0.517	2739	Go	correct	n/a
568.5235	0.5171	1778	Stop	Failed_stop	1750
577.514	0.5171	1658	Stop	Failed_stop	1800
581.5173	0.517	2441	Go	correct	n/a
586.0209	0.5171	2191	Go	correct	n/a
590.0241	0.5171	2161	Go	correct	n/a
593.5269	0.5171	0	Stop	succesful_stop	1850
597.5301	0.5171	2281	Go	correct	n/a
601.0329	0.5171	0	Stop	succesful_stop	1900
606.037	0.517	2163	Go	correct	n/a
609.5398	0.5171	0	Stop	succesful_stop	1950
613.0426	0.5171	2322	Go	correct	n/a
617.0458	0.5171	2347	Go	correct	n/a
621.049	0.5171	1986	Go	correct	n/a
624.5685	0.5171	2230	Go	correct	n/a
629.5559	0.517	2060	Stop	Failed_stop	2000
633.0587	0.5171	0	Stop	succesful_stop	2050
637.5623	0.5171	2474	Go	correct	n/a
641.0651	0.5171	2950	Go	correct	n/a
644.5846	0.5171	2506	Go	correct	n/a
654.0756	0.517	1553	Go	correct	n/a
657.078	0.517	2490	Go	correct	n/a
