onset	duration	Stim
16.047	1.017	Face
18.047	1.002	Face
20.05	1.018	Face
22.05	1.002	Face
24.053	1.018	Face
26.053	1.002	Face
28.057	1.018	Face
30.057	1.003	Face
44.17	1.018	Object
46.17	1.003	Object
48.173	1.018	Object
50.174	1.018	Object
52.176	1.018	Object
54.178	1.018	Object
56.179	1.018	Object
58.181	1.018	Object
72.242	1.018	House
74.244	1.018	House
76.245	1.018	House
78.247	1.018	House
80.249	1.018	House
82.25	1.018	House
84.252	1.017	House
86.254	1.018	House
100.365	1.018	Scrambled
102.367	1.017	Scrambled
104.368	1.018	Scrambled
106.37	1.018	Scrambled
108.371	1.018	Scrambled
110.373	1.018	Scrambled
112.375	1.018	Scrambled
114.376	1.018	Scrambled
128.488	1.018	House
130.489	1.018	House
132.491	1.018	House
134.492	1.017	House
136.494	1.018	House
138.496	1.018	House
140.497	1.018	House
142.499	1.018	House
156.594	1.018	Face
158.595	1.018	Face
160.597	1.018	Face
162.598	1.017	Face
164.6	1.018	Face
166.602	1.018	Face
168.603	1.018	Face
170.605	1.018	Face
184.716	1.018	Scrambled
186.718	1.018	Scrambled
188.719	1.018	Scrambled
190.721	1.018	Scrambled
192.723	1.018	Scrambled
194.724	1.017	Scrambled
196.726	1.018	Scrambled
198.728	1.018	Scrambled
212.822	1.018	Object
214.824	1.018	Object
216.825	1.018	Object
218.827	1.018	Object
220.829	1.018	Object
222.83	1.017	Object
224.832	1.017	Object
226.834	1.018	Object
240.945	1.017	Object
242.947	1.018	Object
244.948	1.018	Object
246.95	1.018	Object
248.951	1.018	Object
250.953	1.018	Object
252.955	1.018	Object
254.956	1.017	Object
269.068	1.018	Scrambled
271.069	1.018	Scrambled
273.071	1.017	Scrambled
275.072	1.018	Scrambled
277.074	1.018	Scrambled
279.076	1.018	Scrambled
281.077	1.018	Scrambled
283.079	1.018	Scrambled
297.174	1.018	Face
299.175	1.018	Face
301.177	1.018	Face
303.178	1.018	Face
305.18	1.018	Face
307.182	1.018	Face
309.183	1.018	Face
311.185	1.018	Face
325.296	1.018	House
327.298	1.018	House
329.299	1.018	House
331.301	1.018	House
333.303	1.017	House
335.304	1.018	House
337.306	1.018	House
339.308	1.018	House
353.419	1.018	Scrambled
355.421	1.018	Scrambled
357.422	1.018	Scrambled
359.424	1.018	Scrambled
361.425	1.018	Scrambled
363.427	1.018	Scrambled
365.429	1.017	Scrambled
367.43	1.018	Scrambled
381.542	1.018	House
383.543	1.017	House
385.545	1.018	House
387.546	1.018	House
389.548	1.018	House
391.55	1.018	House
393.551	1.018	House
395.553	1.018	House
409.648	1.018	Object
411.649	1.017	Object
413.651	1.018	Object
415.652	1.018	Object
417.654	1.018	Object
419.656	1.018	Object
421.657	1.018	Object
423.659	1.018	Object
437.754	1.018	Face
439.755	1.018	Face
441.757	1.017	Face
443.758	1.018	Face
445.76	1.018	Face
447.762	1.018	Face
449.763	1.018	Face
451.765	1.018	Face
